_id,region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,pressure
ObjectId(63e4bbd14e31320bce168a9c),Nouvelle-Aquitaine,2019-09-01T00:00:00.000Z,22.333333333333332,16,15.333333333333334,61,10,5.333333333333333,80
ObjectId(63e4bbd14e31320bce168a9d),Nouvelle-Aquitaine,2019-09-02T00:00:00.000Z,24,17.333333333333332,13.333333333333334,51,10,3.3333333333333335,47
ObjectId(63e4bbd14e31320bce168a9e),Nouvelle-Aquitaine,2019-09-03T00:00:00.000Z,23.333333333333332,19.666666666666668,19.333333333333332,56.666666666666664,9.875,8.666666666666666,54
ObjectId(63e4bbd14e31320bce168a9f),Nouvelle-Aquitaine,2019-09-04T00:00:00.000Z,19.666666666666668,15,14.666666666666666,69.66666666666667,9.583333333333334,31.333333333333332,112
ObjectId(63e4bbd14e31320bce168aa0),Nouvelle-Aquitaine,2019-09-05T00:00:00.000Z,20,14.333333333333334,14.666666666666666,63.666666666666664,9.666666666666666,7.666666666666667,53
ObjectId(63e4bbd14e31320bce168aa1),Nouvelle-Aquitaine,2019-09-06T00:00:00.000Z,20.333333333333332,15.333333333333334,15,70,9.666666666666666,45.333333333333336,195
ObjectId(63e4bbd14e31320bce168aa2),Nouvelle-Aquitaine,2019-09-07T00:00:00.000Z,19.666666666666668,14,12,67.33333333333333,10,14,141
ObjectId(63e4bbd14e31320bce168aa3),Nouvelle-Aquitaine,2019-09-08T00:00:00.000Z,19,14.333333333333334,12.333333333333334,57,9.75,34.333333333333336,94
ObjectId(63e4bbd14e31320bce168aa4),Nouvelle-Aquitaine,2019-09-09T00:00:00.000Z,20.666666666666668,14,16,80,9.333333333333334,48.333333333333336,21
ObjectId(63e4bbd14e31320bce168aa5),Nouvelle-Aquitaine,2019-09-10T00:00:00.000Z,21.333333333333332,16,14.666666666666666,57.333333333333336,10,10.666666666666666,185
ObjectId(63e4bbd14e31320bce168aa6),Nouvelle-Aquitaine,2019-09-11T00:00:00.000Z,24.666666666666668,17.666666666666668,11,62.333333333333336,10,7,137
ObjectId(63e4bbd14e31320bce168aa7),Nouvelle-Aquitaine,2019-09-12T00:00:00.000Z,28.666666666666668,20,11,69.33333333333333,10,1,125
ObjectId(63e4bbd14e31320bce168aa8),Nouvelle-Aquitaine,2019-09-13T00:00:00.000Z,29.333333333333332,21.333333333333332,10,67,10,13.333333333333334,69
ObjectId(63e4bbd14e31320bce168aa9),Nouvelle-Aquitaine,2019-09-14T00:00:00.000Z,30.333333333333332,22.666666666666668,7.333333333333333,55,10,13.666666666666666,138
ObjectId(63e4bbd14e31320bce168aaa),Nouvelle-Aquitaine,2019-09-15T00:00:00.000Z,22,0,9.666666666666666,55.666666666666664,10,12.333333333333334,183
ObjectId(63e4bbd14e31320bce168aab),Nouvelle-Aquitaine,2019-09-16T00:00:00.000Z,28.333333333333332,21.666666666666668,15,51.333333333333336,10,6,114
ObjectId(63e4bbd14e31320bce168aac),Nouvelle-Aquitaine,2019-09-17T00:00:00.000Z,24.666666666666668,18,21.333333333333332,64.33333333333333,10,3.6666666666666665,195
ObjectId(63e4bbd14e31320bce168aad),Nouvelle-Aquitaine,2019-09-18T00:00:00.000Z,23.666666666666668,16,22.666666666666668,46.666666666666664,10,1.3333333333333333,8
ObjectId(63e4bbd14e31320bce168aae),Nouvelle-Aquitaine,2019-09-19T00:00:00.000Z,28,18.666666666666668,17.333333333333332,51.333333333333336,9.958333333333334,11,197
ObjectId(63e4bbd14e31320bce168aaf),Nouvelle-Aquitaine,2019-09-20T00:00:00.000Z,25.666666666666668,20.666666666666668,19.333333333333332,74,9.75,45,155
ObjectId(63e4bbd14e31320bce168ab0),Nouvelle-Aquitaine,2019-09-21T00:00:00.000Z,19.666666666666668,16,19.666666666666668,90,8.416666666666666,70.33333333333333,150
ObjectId(63e4bbd14e31320bce168ab1),Nouvelle-Aquitaine,2019-09-22T00:00:00.000Z,19.666666666666668,15.333333333333334,13.333333333333334,85,8.166666666666666,71,17
ObjectId(63e4bbd14e31320bce168ab2),Nouvelle-Aquitaine,2019-09-23T00:00:00.000Z,19.333333333333332,16,25.333333333333332,91.33333333333333,8.458333333333334,69.33333333333333,170
ObjectId(63e4bbd14e31320bce168ab3),Nouvelle-Aquitaine,2019-09-24T00:00:00.000Z,17.666666666666668,14.666666666666666,23.666666666666668,87.66666666666667,8.958333333333334,82.66666666666667,31
ObjectId(63e4bbd14e31320bce168ab4),Nouvelle-Aquitaine,2019-09-25T00:00:00.000Z,19.333333333333332,17,20.333333333333332,86,9,74,28
ObjectId(63e4bbd14e31320bce168ab5),Nouvelle-Aquitaine,2019-09-26T00:00:00.000Z,18,16.333333333333332,19.333333333333332,84.66666666666667,8.125,73.66666666666667,1
ObjectId(63e4bbd14e31320bce168ab6),Nouvelle-Aquitaine,2019-09-27T00:00:00.000Z,19.666666666666668,16,13.666666666666666,77.66666666666667,9.083333333333334,42.333333333333336,163
ObjectId(63e4bbd14e31320bce168ab7),Nouvelle-Aquitaine,2019-09-28T00:00:00.000Z,21,17.666666666666668,26.666666666666668,83,8.333333333333334,36,171
ObjectId(63e4bbd14e31320bce168ab8),Nouvelle-Aquitaine,2019-09-29T00:00:00.000Z,20.666666666666668,17,9.666666666666666,86.66666666666667,9.458333333333334,62.666666666666664,106
ObjectId(63e4bbd14e31320bce168ab9),Occitanie,2019-08-31T00:00:00.000Z,26.5,22,16,72,9.625,58.5,8
ObjectId(63e4bbd14e31320bce168aba),Occitanie,2019-09-01T00:00:00.000Z,26.5,20.5,26,53.5,9.875,24,148
ObjectId(63e4bbd14e31320bce168abb),Occitanie,2019-09-02T00:00:00.000Z,27,20,13,45.5,10,9.5,36
ObjectId(63e4bbd14e31320bce168abc),Occitanie,2019-09-03T00:00:00.000Z,27,22,17.5,45.5,10,2.5,145
ObjectId(63e4bbd14e31320bce168abd),Occitanie,2019-09-04T00:00:00.000Z,24,19.5,26.5,63.5,9.4375,27,84
ObjectId(63e4bbd14e31320bce168abe),Occitanie,2019-09-05T00:00:00.000Z,23.5,17,23,52.5,10,7,118
ObjectId(63e4bbd14e31320bce168abf),Occitanie,2019-09-06T00:00:00.000Z,24.5,17.5,19,44,10,10.5,192
ObjectId(63e4bbd14e31320bce168ac0),Occitanie,2019-09-07T00:00:00.000Z,23.5,17.5,18,60.5,10,18.5,44
ObjectId(63e4bbd14e31320bce168ac1),Occitanie,2019-09-08T00:00:00.000Z,21.5,18.5,13.5,54,10,23,187
ObjectId(63e4bbd14e31320bce168ac2),Occitanie,2019-09-09T00:00:00.000Z,18,15,19,75.5,7.6875,87.5,181
ObjectId(63e4bbd14e31320bce168ac3),Occitanie,2019-09-10T00:00:00.000Z,25,17.5,12.5,62.5,9.5,32.5,37
ObjectId(63e4bbd14e31320bce168ac4),Occitanie,2019-09-11T00:00:00.000Z,27,20,12,54.5,10,3.5,107
ObjectId(63e4bbd14e31320bce168ac5),Occitanie,2019-09-12T00:00:00.000Z,28,22.5,14,51.5,10,11.5,120
ObjectId(63e4bbd14e31320bce168ac6),Occitanie,2019-09-13T00:00:00.000Z,28,21.5,13,63.5,9.8125,24.5,122
ObjectId(63e4bbd14e31320bce168ac7),Occitanie,2019-09-14T00:00:00.000Z,28,22.5,14.5,58,10,16.5,149
ObjectId(63e4bbd14e31320bce168ac8),Occitanie,2019-09-15T00:00:00.000Z,21,0,12,61.5,10,10.5,76
ObjectId(63e4bbd14e31320bce168ac9),Occitanie,2019-09-16T00:00:00.000Z,30,24,13.5,60.5,10,13,46
ObjectId(63e4bbd14e31320bce168aca),Occitanie,2019-09-17T00:00:00.000Z,25.5,21.5,13.5,71.5,9.375,54,122
ObjectId(63e4bbd14e31320bce168acb),Occitanie,2019-09-18T00:00:00.000Z,26,20,10.5,72,9.3125,36,190
ObjectId(63e4bbd14e31320bce168acc),Occitanie,2019-09-19T00:00:00.000Z,24.5,20.5,26,68.5,10,15.5,36
ObjectId(63e4bbd14e31320bce168acd),Occitanie,2019-09-20T00:00:00.000Z,23,20.5,36.5,81.5,9.1875,58,83
ObjectId(63e4bbd14e31320bce168ace),Occitanie,2019-09-21T00:00:00.000Z,21,17.5,24.5,89.5,9,80,43
ObjectId(63e4bbd14e31320bce168acf),Occitanie,2019-09-22T00:00:00.000Z,23.5,17,11,71,9.6875,28,63
ObjectId(63e4bbd14e31320bce168ad0),Occitanie,2019-09-23T00:00:00.000Z,22,19.5,15,71,10,48,189
ObjectId(63e4bbd14e31320bce168ad1),Occitanie,2019-09-24T00:00:00.000Z,22,18,23.5,73,9.875,56,154
ObjectId(63e4bbd14e31320bce168ad2),Occitanie,2019-09-25T00:00:00.000Z,25,20,16,67.5,10,34,60
ObjectId(63e4bbd14e31320bce168ad3),Occitanie,2019-09-26T00:00:00.000Z,24.5,20,15,68,10,21,34
ObjectId(63e4bbd14e31320bce168ad4),Occitanie,2019-09-27T00:00:00.000Z,24,19.5,13.5,67,10,29,176
ObjectId(63e4bbd14e31320bce168ad5),Occitanie,2019-09-28T00:00:00.000Z,25.5,20.5,15,71.5,10,2,185
ObjectId(63e4bbd14e31320bce168ad6),Occitanie,2019-09-29T00:00:00.000Z,25.5,20.5,14.5,67.5,10,14,79
ObjectId(63e4bbd14e31320bce168ad7),Pays de la Loire,2019-08-31T00:00:00.000Z,23,17,14,63,9.625,36,143
ObjectId(63e4bbd14e31320bce168ad8),Pays de la Loire,2019-09-01T00:00:00.000Z,24,15,14,62,10,5,57
ObjectId(63e4bbd14e31320bce168ad9),Pays de la Loire,2019-09-02T00:00:00.000Z,26,17,9,63,10,4,179
ObjectId(63e4bbd14e31320bce168ada),Pays de la Loire,2019-09-03T00:00:00.000Z,20,18,17,69,10,33,80
ObjectId(63e4bbd14e31320bce168adb),Pays de la Loire,2019-09-04T00:00:00.000Z,19,14,20,72,8,44,11
ObjectId(63e4bbd14e31320bce168adc),Pays de la Loire,2019-09-05T00:00:00.000Z,23,13,14,62,10,16,4
ObjectId(63e4bbd14e31320bce168add),Pays de la Loire,2019-09-06T00:00:00.000Z,22,16,18,76,8.375,41,8
ObjectId(63e4bbd14e31320bce168ade),Pays de la Loire,2019-09-07T00:00:00.000Z,21,14,16,69,9,10,92
ObjectId(63e4bbd14e31320bce168adf),Pays de la Loire,2019-09-08T00:00:00.000Z,17,15,15,75,9.5,43,163
ObjectId(63e4bbd14e31320bce168ae0),Pays de la Loire,2019-09-09T00:00:00.000Z,22,14,19,80,9.5,47,135
ObjectId(63e4bbd14e31320bce168ae1),Pays de la Loire,2019-09-10T00:00:00.000Z,22,15,17,77,6.375,22,160
ObjectId(63e4bbd14e31320bce168ae2),Pays de la Loire,2019-09-11T00:00:00.000Z,24,17,11,87,6.25,49,142
ObjectId(63e4bbd14e31320bce168ae3),Pays de la Loire,2019-09-12T00:00:00.000Z,28,18,16,78,8,6,82
ObjectId(63e4bbd14e31320bce168ae4),Pays de la Loire,2019-09-13T00:00:00.000Z,29,19,21,74,10,6,166
ObjectId(63e4bbd14e31320bce168ae5),Pays de la Loire,2019-09-14T00:00:00.000Z,31,21,14,64,10,4,4
ObjectId(63e4bbd14e31320bce168ae6),Pays de la Loire,2019-09-15T00:00:00.000Z,21,0,15,58,10,6,39
ObjectId(63e4bbd14e31320bce168ae7),Pays de la Loire,2019-09-16T00:00:00.000Z,27,17,20,77,10,29,43
ObjectId(63e4bbd14e31320bce168ae8),Pays de la Loire,2019-09-17T00:00:00.000Z,23,15,31,63,10,1,100
ObjectId(63e4bbd14e31320bce168ae9),Pays de la Loire,2019-09-18T00:00:00.000Z,23,15,33,52,10,0,80
ObjectId(63e4bbd14e31320bce168aea),Pays de la Loire,2019-09-19T00:00:00.000Z,27,15,27,43,10,3,200
ObjectId(63e4bbd14e31320bce168aeb),Pays de la Loire,2019-09-20T00:00:00.000Z,28,21,27,66,10,37,55
ObjectId(63e4bbd14e31320bce168aec),Pays de la Loire,2019-09-21T00:00:00.000Z,21,17,33,78,9.25,74,15
ObjectId(63e4bbd14e31320bce168aed),Pays de la Loire,2019-09-22T00:00:00.000Z,20,17,24,79,7.375,64,88
ObjectId(63e4bbd14e31320bce168aee),Pays de la Loire,2019-09-23T00:00:00.000Z,20,19,34,85,7.5,79,195
ObjectId(63e4bbd14e31320bce168aef),Pays de la Loire,2019-09-24T00:00:00.000Z,17,14,25,89,8.625,86,188
ObjectId(63e4bbd14e31320bce168af0),Pays de la Loire,2019-09-25T00:00:00.000Z,19,17,31,82,9.375,90,40
ObjectId(63e4bbd14e31320bce168af1),Pays de la Loire,2019-09-26T00:00:00.000Z,19,17,31,77,8.5,68,194
ObjectId(63e4bbd14e31320bce168af2),Pays de la Loire,2019-09-27T00:00:00.000Z,19,16,24,80,9.875,72,62
ObjectId(63e4bbd14e31320bce168af3),Pays de la Loire,2019-09-28T00:00:00.000Z,20,18,41,88,9.625,68,117
ObjectId(63e4bbd14e31320bce168af4),Pays de la Loire,2019-09-29T00:00:00.000Z,21,16,19,81,8,77,112
ObjectId(63e4bbd14e31320bce168af5),Provence-Alpes-Côte d'Azur,2019-08-31T00:00:00.000Z,30,27,24,56,10,21,194
ObjectId(63e4bbd14e31320bce168af6),Provence-Alpes-Côte d'Azur,2019-09-01T00:00:00.000Z,27,23,38,59,10,8,94
ObjectId(63e4bbd14e31320bce168af7),Provence-Alpes-Côte d'Azur,2019-09-02T00:00:00.000Z,29,25,13,54,10,7,63
ObjectId(63e4bbd14e31320bce168af8),Provence-Alpes-Côte d'Azur,2019-09-03T00:00:00.000Z,27,26,12,58,10,2,152
ObjectId(63e4bbd14e31320bce168af9),Provence-Alpes-Côte d'Azur,2019-09-04T00:00:00.000Z,25,23,50,52,10,3,29
ObjectId(63e4bbd14e31320bce168afa),Provence-Alpes-Côte d'Azur,2019-09-05T00:00:00.000Z,24,19,27,53,10,10,67
ObjectId(63e4bbd14e31320bce168afb),Provence-Alpes-Côte d'Azur,2019-09-06T00:00:00.000Z,25,20,35,52,10,6,161
ObjectId(63e4bbd14e31320bce168afc),Provence-Alpes-Côte d'Azur,2019-09-07T00:00:00.000Z,22,19,42,49,10,3,109
ObjectId(63e4bbd14e31320bce168afd),Provence-Alpes-Côte d'Azur,2019-09-08T00:00:00.000Z,21,17,27,58,10,7,132
ObjectId(63e4bbd14e31320bce168afe),Provence-Alpes-Côte d'Azur,2019-09-09T00:00:00.000Z,19,18,29,76,8.125,65,51
ObjectId(63e4bbd14e31320bce168aff),Provence-Alpes-Côte d'Azur,2019-09-10T00:00:00.000Z,25,22,15,54,9.75,38,171
ObjectId(63e4bbd14e31320bce168b00),Provence-Alpes-Côte d'Azur,2019-09-11T00:00:00.000Z,27,25,8,59,10,3,66
ObjectId(63e4bbd14e31320bce168b01),Provence-Alpes-Côte d'Azur,2019-09-12T00:00:00.000Z,28,27,7,56,10,6,120
ObjectId(63e4bbd14e31320bce168b02),Provence-Alpes-Côte d'Azur,2019-09-13T00:00:00.000Z,27,25,9,56,10,22,107
ObjectId(63e4bbd14e31320bce168b03),Provence-Alpes-Côte d'Azur,2019-09-14T00:00:00.000Z,27,25,14,60,10,8,152
ObjectId(63e4bbd14e31320bce168b04),Provence-Alpes-Côte d'Azur,2019-09-15T00:00:00.000Z,24,0,13,66,10,19,145
ObjectId(63e4bbd14e31320bce168b05),Provence-Alpes-Côte d'Azur,2019-09-16T00:00:00.000Z,26,25,11,61,10,5,76
ObjectId(63e4bbd14e31320bce168b06),Provence-Alpes-Côte d'Azur,2019-09-17T00:00:00.000Z,25,24,14,72,10,12,2
ObjectId(63e4bbd14e31320bce168b07),Provence-Alpes-Côte d'Azur,2019-09-18T00:00:00.000Z,24,23,7,75,9.375,65,152
ObjectId(63e4bbd14e31320bce168b08),Provence-Alpes-Côte d'Azur,2019-09-19T00:00:00.000Z,25,23,30,67,9.625,40,190
ObjectId(63e4bbd14e31320bce168b09),Provence-Alpes-Côte d'Azur,2019-09-20T00:00:00.000Z,22,21,36,68,8.75,45,49
ObjectId(63e4bbd14e31320bce168b0a),Provence-Alpes-Côte d'Azur,2019-09-21T00:00:00.000Z,24,22,32,76,9,77,93
ObjectId(63e4bbd14e31320bce168b0b),Provence-Alpes-Côte d'Azur,2019-09-22T00:00:00.000Z,23,20,35,61,9.375,49,159
ObjectId(63e4bbd14e31320bce168b0c),Provence-Alpes-Côte d'Azur,2019-09-23T00:00:00.000Z,24,21,13,47,10,22,51
ObjectId(63e4bbd14e31320bce168b0d),Provence-Alpes-Côte d'Azur,2019-09-24T00:00:00.000Z,23,21,30,57,10,39,174
ObjectId(63e4bbd14e31320bce168b0e),Provence-Alpes-Côte d'Azur,2019-09-25T00:00:00.000Z,24,22,29,62,10,15,27
ObjectId(63e4bbd14e31320bce168b0f),Provence-Alpes-Côte d'Azur,2019-09-26T00:00:00.000Z,25,23,15,62,10,7,20
ObjectId(63e4bbd14e31320bce168b10),Provence-Alpes-Côte d'Azur,2019-09-27T00:00:00.000Z,24,23,25,52,10,10,200
ObjectId(63e4bbd14e31320bce168b11),Provence-Alpes-Côte d'Azur,2019-09-28T00:00:00.000Z,24,23,9,75,10,18,29
ObjectId(63e4bbd14e31320bce168b12),Provence-Alpes-Côte d'Azur,2019-09-29T00:00:00.000Z,25,22,28,66,10,6,184
ObjectId(63e4bbd14e31320bce168b13),Île-de-France,2019-08-31T00:00:00.000Z,23,19,15,58,9,47,134
ObjectId(63e4bbd14e31320bce168b14),Île-de-France,2019-09-01T00:00:00.000Z,24,18,10,53,10,10,146
ObjectId(63e4bbd14e31320bce168b15),Île-de-France,2019-09-02T00:00:00.000Z,25,19,12,57,10,5,31
ObjectId(63e4bbd14e31320bce168b16),Île-de-France,2019-09-03T00:00:00.000Z,23,19,19,55,10,16,145
ObjectId(63e4bbd14e31320bce168b17),Île-de-France,2019-09-04T00:00:00.000Z,19,16,17,63,10,47,148
ObjectId(63e4bbd14e31320bce168b18),Île-de-France,2019-09-05T00:00:00.000Z,22,16,13,44,10,20,188
ObjectId(63e4bbd14e31320bce168b19),Île-de-France,2019-09-06T00:00:00.000Z,20,16,15,73,10,63,16
ObjectId(63e4bbd14e31320bce168b1a),Île-de-France,2019-09-07T00:00:00.000Z,19,14,13,60,10,36,109
ObjectId(63e4bbd14e31320bce168b1b),Île-de-France,2019-09-08T00:00:00.000Z,19,13,12,64,10,57,100
ObjectId(63e4bbd14e31320bce168b1c),Île-de-France,2019-09-09T00:00:00.000Z,23,16,10,47,10,31,44
ObjectId(63e4bbd14e31320bce168b1d),Île-de-France,2019-09-10T00:00:00.000Z,23,17,13,62,10,41,19
ObjectId(63e4bbd14e31320bce168b1e),Île-de-France,2019-09-11T00:00:00.000Z,24,18,8,77,10,59,184
ObjectId(63e4bbd14e31320bce168b1f),Île-de-France,2019-09-12T00:00:00.000Z,25,19,12,71,10,30,60
ObjectId(63e4bbd14e31320bce168b20),Île-de-France,2019-09-13T00:00:00.000Z,28,19,11,73,10,7,53
ObjectId(63e4bbd14e31320bce168b21),Île-de-France,2019-09-14T00:00:00.000Z,32,23,6,54,10,0,3
ObjectId(63e4bbd14e31320bce168b22),Île-de-France,2019-09-15T00:00:00.000Z,22,0,12,46,10,30,33
ObjectId(63e4bbd14e31320bce168b23),Île-de-France,2019-09-16T00:00:00.000Z,23,18,16,71,10,36,180
ObjectId(63e4bbd14e31320bce168b24),Île-de-France,2019-09-17T00:00:00.000Z,19,14,20,56,10,6,113
ObjectId(63e4bbd14e31320bce168b25),Île-de-France,2019-09-18T00:00:00.000Z,20,14,19,60,10,2,176
ObjectId(63e4bbd14e31320bce168b26),Île-de-France,2019-09-19T00:00:00.000Z,23,15,19,42,10,2,97
ObjectId(63e4bbd14e31320bce168b27),Île-de-France,2019-09-20T00:00:00.000Z,28,18,12,59,10,7,72
ObjectId(63e4bbd14e31320bce168b28),Île-de-France,2019-09-21T00:00:00.000Z,22,18,18,71,9.75,54,199
ObjectId(63e4bbd14e31320bce168b29),Île-de-France,2019-09-22T00:00:00.000Z,22,16,13,71,10,36,46
ObjectId(63e4bbd14e31320bce168b2a),Île-de-France,2019-09-23T00:00:00.000Z,20,16,21,79,9.75,81,46
ObjectId(63e4bbd14e31320bce168b2b),Île-de-France,2019-09-24T00:00:00.000Z,18,15,19,78,9.5,84,90
ObjectId(63e4bbd14e31320bce168b2c),Île-de-France,2019-09-25T00:00:00.000Z,21,18,23,81,8.875,100,189
ObjectId(63e4bbd14e31320bce168b2d),Île-de-France,2019-09-26T00:00:00.000Z,21,17,25,66,8.25,73,34
ObjectId(63e4bbd14e31320bce168b2e),Île-de-France,2019-09-27T00:00:00.000Z,19,15,21,70,10,64,32
ObjectId(63e4bbd14e31320bce168b2f),Île-de-France,2019-09-28T00:00:00.000Z,19,16,32,70,8,66,91
ObjectId(63e4bbd14e31320bce168b30),Île-de-France,2019-09-29T00:00:00.000Z,20,15,15,72,10,54,136
ObjectId(63e4bbd14e31320bce168b31),Bourgogne-Franche-Comté,2019-09-30T00:00:00.000Z,17.5,14.5,19,88,9.1875,51,192
ObjectId(63e4bbd14e31320bce168b32),Bourgogne-Franche-Comté,2019-10-01T00:00:00.000Z,15.5,13.5,20,91,9.625,64.5,167
ObjectId(63e4bbd14e31320bce168b33),Bourgogne-Franche-Comté,2019-10-02T00:00:00.000Z,14.5,8.5,9,78,9,17.5,43
ObjectId(63e4bbd14e31320bce168b34),Bourgogne-Franche-Comté,2019-10-03T00:00:00.000Z,15,9.5,22,81,9.3125,69.5,99
ObjectId(63e4bbd14e31320bce168b35),Bourgogne-Franche-Comté,2019-10-04T00:00:00.000Z,14,12,11,93.5,7,81.5,9
ObjectId(63e4bbd14e31320bce168b36),Bourgogne-Franche-Comté,2019-10-05T00:00:00.000Z,14,13,16,92,8.375,77.5,169
ObjectId(63e4bbd14e31320bce168b37),Bourgogne-Franche-Comté,2019-10-06T00:00:00.000Z,12.5,10,7.5,93.5,6,79.5,177
ObjectId(63e4bbd14e31320bce168b38),Bourgogne-Franche-Comté,2019-10-07T00:00:00.000Z,19,12,19.5,78,9.1875,79.5,59
ObjectId(63e4bbd14e31320bce168b39),Bourgogne-Franche-Comté,2019-10-08T00:00:00.000Z,14,11,20,91.5,8.5,80,84
ObjectId(63e4bbd14e31320bce168b3a),Bourgogne-Franche-Comté,2019-10-09T00:00:00.000Z,16,11.5,18.5,88,10,57.5,22
ObjectId(63e4bbd14e31320bce168b3b),Bourgogne-Franche-Comté,2019-10-10T00:00:00.000Z,19,12.5,13.5,79.5,9.5,14,141
ObjectId(63e4bbd14e31320bce168b3c),Bourgogne-Franche-Comté,2019-10-11T00:00:00.000Z,20.5,16,22,79.5,9.5,39,156
ObjectId(63e4bbd14e31320bce168b3d),Bourgogne-Franche-Comté,2019-10-12T00:00:00.000Z,22.5,18,27.5,72,9.8125,48.5,48
ObjectId(63e4bbd14e31320bce168b3e),Bourgogne-Franche-Comté,2019-10-13T00:00:00.000Z,22.5,16.5,20.5,72.5,9.9375,10,176
ObjectId(63e4bbd14e31320bce168b3f),Bourgogne-Franche-Comté,2019-10-14T00:00:00.000Z,15.5,12,18,94.5,8.25,77.5,157
ObjectId(63e4bbd14e31320bce168b40),Bourgogne-Franche-Comté,2019-10-15T00:00:00.000Z,17.5,11,17,80.5,8.9375,29.5,10
ObjectId(63e4bbd14e31320bce168b41),Bourgogne-Franche-Comté,2019-10-16T00:00:00.000Z,15,13,16.5,90,6.75,91,157
ObjectId(63e4bbd14e31320bce168b42),Bourgogne-Franche-Comté,2019-10-17T00:00:00.000Z,16,13.5,21,88.5,8.125,70.5,195
ObjectId(63e4bbd14e31320bce168b43),Bourgogne-Franche-Comté,2019-10-18T00:00:00.000Z,13.5,12.5,13.5,95.5,8,88,154
ObjectId(63e4bbd14e31320bce168b44),Bourgogne-Franche-Comté,2019-10-19T00:00:00.000Z,18,14,15,88,8.1875,62,132
ObjectId(63e4bbd14e31320bce168b45),Bourgogne-Franche-Comté,2019-10-20T00:00:00.000Z,13,11.5,8,91,7.125,75.5,191
ObjectId(63e4bbd14e31320bce168b46),Bourgogne-Franche-Comté,2019-10-21T00:00:00.000Z,17,12.5,20.5,93,8.25,48.5,19
ObjectId(63e4bbd14e31320bce168b47),Bourgogne-Franche-Comté,2019-10-22T00:00:00.000Z,18,14,8.5,83,7.875,23,60
ObjectId(63e4bbd14e31320bce168b48),Bourgogne-Franche-Comté,2019-10-23T00:00:00.000Z,17,14,16,87.5,8.875,51,158
ObjectId(63e4bbd14e31320bce168b49),Bourgogne-Franche-Comté,2019-10-24T00:00:00.000Z,17,12,7,86,8.1875,33,172
ObjectId(63e4bbd14e31320bce168b4a),Bourgogne-Franche-Comté,2019-10-25T00:00:00.000Z,18,12,12.5,85.5,8.75,10,49
ObjectId(63e4bbd14e31320bce168b4b),Bourgogne-Franche-Comté,2019-10-26T00:00:00.000Z,17,14,8.5,81,8.5,40.5,157
ObjectId(63e4bbd14e31320bce168b4c),Bourgogne-Franche-Comté,2019-10-27T00:00:00.000Z,13,11,8,97,5.5625,100,45
ObjectId(63e4bbd14e31320bce168b4d),Bourgogne-Franche-Comté,2019-10-28T00:00:00.000Z,11,9.5,11,94,6.125,95.5,155
ObjectId(63e4bbd14e31320bce168b4e),Bourgogne-Franche-Comté,2019-10-29T00:00:00.000Z,11,9.5,5,93.5,5.6875,95.5,95
ObjectId(63e4bbd14e31320bce168b4f),Bourgogne-Franche-Comté,2019-10-30T00:00:00.000Z,12,9,5.5,90.5,3.875,85.5,69
ObjectId(63e4bbd14e31320bce168b50),Bretagne,2019-09-30T00:00:00.000Z,18,16,26,84,8.75,80,147
ObjectId(63e4bbd14e31320bce168b51),Bretagne,2019-10-01T00:00:00.000Z,17,13,15,87,7.875,75,162
ObjectId(63e4bbd14e31320bce168b52),Bretagne,2019-10-02T00:00:00.000Z,17,10,19,72,10,42,104
ObjectId(63e4bbd14e31320bce168b53),Bretagne,2019-10-03T00:00:00.000Z,17,14,23,80,10,70,34
ObjectId(63e4bbd14e31320bce168b54),Bretagne,2019-10-04T00:00:00.000Z,18,14,16,88,9,72,133
ObjectId(63e4bbd14e31320bce168b55),Bretagne,2019-10-05T00:00:00.000Z,18,14,26,81,9.75,55,161
ObjectId(63e4bbd14e31320bce168b56),Bretagne,2019-10-06T00:00:00.000Z,13,10,22,93,8.625,72,154
ObjectId(63e4bbd14e31320bce168b57),Bretagne,2019-10-07T00:00:00.000Z,17,14,19,92,8.5,82,13
ObjectId(63e4bbd14e31320bce168b58),Bretagne,2019-10-08T00:00:00.000Z,16,12,29,75,10,61,189
ObjectId(63e4bbd14e31320bce168b59),Bretagne,2019-10-09T00:00:00.000Z,18,13,19,81,9,43,160
ObjectId(63e4bbd14e31320bce168b5a),Bretagne,2019-10-10T00:00:00.000Z,19,16,30,85,10,57,95
ObjectId(63e4bbd14e31320bce168b5b),Bretagne,2019-10-11T00:00:00.000Z,20,16,27,85,10,58,81
ObjectId(63e4bbd14e31320bce168b5c),Bretagne,2019-10-12T00:00:00.000Z,17,15,28,87,9,62,200
ObjectId(63e4bbd14e31320bce168b5d),Bretagne,2019-10-13T00:00:00.000Z,20,14,28,90,8.5,81,57
ObjectId(63e4bbd14e31320bce168b5e),Bretagne,2019-10-14T00:00:00.000Z,16,12,28,82,9,65,74
ObjectId(63e4bbd14e31320bce168b5f),Bretagne,2019-10-15T00:00:00.000Z,16,13,38,93,7.875,98,148
ObjectId(63e4bbd14e31320bce168b60),Bretagne,2019-10-16T00:00:00.000Z,16,13,25,83,9.75,69,102
ObjectId(63e4bbd14e31320bce168b61),Bretagne,2019-10-17T00:00:00.000Z,15,12,30,77,10,56,175
ObjectId(63e4bbd14e31320bce168b62),Bretagne,2019-10-18T00:00:00.000Z,16,12,11,89,9.375,77,196
